time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Azimuth,Pitch,Roll,Activity
2025-11-21 14:37:15.358906+00:00,-0.0371,0.5479,-0.858,0.0031,-0.0037,-0.0047,-0.0014,0.0005,0.0027,122.2574,-147.3951,-2.4512,Sit
2025-11-21 14:37:15.459197+00:00,-0.0337,0.5513,-0.859,0.0239,0.0131,-0.0156,0.0023,0.0005,0.0015,122.2445,-147.3784,-2.4481,Sit
2025-11-21 14:37:15.559318+00:00,-0.0356,0.5499,-0.8585,0.0101,-0.0053,-0.0248,0.0023,-0.002,-0.0009,122.2186,-147.3835,-2.4332,Sit
2025-11-21 14:37:15.659652+00:00,-0.0361,0.5464,-0.856,0.0023,0.0029,-0.0048,0.0023,-0.0008,0.0003,122.2457,-147.3909,-2.4455,Sit
2025-11-21 14:37:15.759741+00:00,-0.0376,0.5494,-0.8575,-0.0166,-0.003,-0.0046,0.0011,-0.0008,0.0015,122.2496,-147.3983,-2.4456,Sit
2025-11-21 14:37:15.859784+00:00,-0.0356,0.5484,-0.8531,0.017,0.0049,0.0193,-0.0002,-0.0044,0.0003,122.2191,-147.3904,-2.4317,Sit
2025-11-21 14:37:15.960250+00:00,-0.0376,0.5479,-0.8546,-0.0186,0.0013,0.0081,0.0035,-0.0044,-0.0009,122.2494,-147.3903,-2.4475,Sit
2025-11-21 14:37:16.060360+00:00,-0.0352,0.5494,-0.86,0.0204,0.0049,0.0168,0.0035,-0.002,0.0015,122.2751,-147.4132,-2.4551,Sit
2025-11-21 14:37:16.160457+00:00,-0.0396,0.5494,-0.8556,0.0059,-0.009,0.0064,-0.0014,0.0017,-0.0021,122.2425,-147.42,-2.4364,Sit
2025-11-21 14:37:16.260391+00:00,-0.0371,0.5464,-0.8565,0.0109,-0.0016,0.0064,0.0011,-0.002,0.0003,122.2444,-147.4205,-2.4372,Sit
2025-11-21 14:37:16.361001+00:00,-0.0337,0.5499,-0.8551,0.0143,0.005,0.0119,0.0035,0.0005,-0.0009,122.2651,-147.4317,-2.4452,Sit
2025-11-21 14:37:16.461118+00:00,-0.0371,0.5494,-0.858,-0.0048,0.0067,0.0006,-0.0014,0.0053,-0.0034,122.2652,-147.4306,-2.4456,Sit
2025-11-21 14:37:16.561329+00:00,-0.0376,0.5445,-0.856,-0.0141,-0.0141,0.0169,-0.005,0.0041,-0.0034,122.2228,-147.4034,-2.4304,Sit
2025-11-21 14:37:16.661399+00:00,-0.0356,0.5479,-0.8575,0.0141,0.0005,-0.0002,-0.0099,0.0029,-0.0046,122.1693,-147.3626,-2.4128,Sit
2025-11-21 14:37:16.761566+00:00,-0.0361,0.5508,-0.857,-0.0082,-0.0027,0.0289,-0.0075,0.0053,-0.0058,122.1406,-147.3216,-2.4084,Sit
2025-11-21 14:37:16.861831+00:00,-0.0361,0.5499,-0.857,-0.0073,-0.0144,0.0028,-0.0038,0.0041,-0.0034,122.1355,-147.2847,-2.4151,Sit
2025-11-21 14:37:16.962762+00:00,-0.0376,0.5499,-0.8551,0.0273,-0.0016,0.0161,-0.0099,0.0029,-0.0046,122.0412,-147.2366,-2.3782,Sit
2025-11-21 14:37:17.062793+00:00,-0.0381,0.5508,-0.8565,0.0014,-0.0044,-0.0149,-0.0063,0.009,-0.0034,121.9842,-147.1718,-2.3651,Sit
2025-11-21 14:37:17.163160+00:00,-0.0347,0.5533,-0.8546,-0.001,0.0044,0.0081,-0.005,0.0066,-0.0058,121.9202,-147.1355,-2.3482,Sit
2025-11-21 14:37:17.263295+00:00,-0.0361,0.5523,-0.8536,0.0092,-0.0178,-0.0012,-0.0063,0.0029,-0.0058,121.8597,-147.0936,-2.3383,Sit
2025-11-21 14:37:17.363611+00:00,-0.0371,0.5528,-0.8512,-0.0107,-0.0035,0.0423,0.006,-0.0044,-0.0046,121.8492,-147.0561,-2.3499,Sit
2025-11-21 14:37:17.463862+00:00,-0.0371,0.5552,-0.8556,-0.0089,-0.0197,-0.0057,0.006,-0.002,0.0015,121.9104,-147.0846,-2.3746,Sit
2025-11-21 14:37:17.563939+00:00,-0.0371,0.5547,-0.8565,-0.0016,0.0241,0.027,0.0072,-0.0044,0.0015,121.9301,-147.1095,-2.3785,Sit
2025-11-21 14:37:17.664146+00:00,-0.0356,0.5499,-0.8546,-0.0009,-0.0358,-0.0169,0.0145,-0.0093,0.0052,122.0256,-147.1699,-2.4129,Sit
2025-11-21 14:37:17.764516+00:00,-0.0347,0.5528,-0.857,0.0045,0.0025,0.0032,0.0084,-0.0032,0.0027,122.0927,-147.2287,-2.4329,Sit
2025-11-21 14:37:17.864493999+00:00,-0.0371,0.5508,-0.8556,-0.0151,0.0059,-0.0146,0.0096,-0.0057,0.0052,122.1346,-147.2685,-2.4446,Sit
2025-11-21 14:37:17.964735+00:00,-0.0361,0.5489,-0.8575,0.0343,-0.0108,-0.0029,0.0096,-0.0044,0.0052,122.1887,-147.3176,-2.4539,Sit
2025-11-21 14:37:18.065005999+00:00,-0.0386,0.5484,-0.857,-0.0049,0.0121,0.0166,0.0084,-0.0044,0.0015,122.2705,-147.3637,-2.4786,Sit
2025-11-21 14:37:18.165205+00:00,-0.0386,0.5499,-0.8595,-0.0239,0.0005,-0.017,0.0035,-0.0069,0.0027,122.2847,-147.3827,-2.4765,Sit
2025-11-21 14:37:18.265438+00:00,-0.0347,0.5523,-0.8536,0.0085,0.0248,0.0308,0.006,-0.0044,0.0052,122.2861,-147.3739,-2.4716,Sit
2025-11-21 14:37:18.365656+00:00,-0.0391,0.5503,-0.8546,-0.0098,0.0012,-0.0043,0.0035,0.0005,0.0015,122.3045,-147.3896,-2.4771,Sit
2025-11-21 14:37:18.465792+00:00,-0.0361,0.5479,-0.86,0.0145,0.0003,-0.0028,0.0011,-0.0032,0.0027,122.3203,-147.4134,-2.4793,Sit
2025-11-21 14:37:18.566110999+00:00,-0.0371,0.5518,-0.857,0.0013,-0.0059,0.0068,-0.0002,-0.002,0.0003,122.3007,-147.4065,-2.4709,Sit
2025-11-21 14:37:18.666295+00:00,-0.0366,0.5489,-0.8546,0.0003,0.0136,-0.015,-0.0002,-0.0008,0.0015,122.3199,-147.4075,-2.4806,Sit
2025-11-21 14:37:18.766544+00:00,-0.0352,0.5499,-0.858,-0.0008,0.0147,-0.0013,0.0023,0.0005,0.0003,122.3021,-147.3991,-2.4735,Sit
2025-11-21 14:37:18.866649+00:00,-0.0391,0.5499,-0.8536,-0.0021,0.0054,-0.0198,0.0035,-0.0008,-0.0009,122.3168,-147.4024,-2.4803,Sit
2025-11-21 14:37:18.966878+00:00,-0.0361,0.545,-0.8565,-0.0169,-0.0221,0.0224,0.0194,-0.0203,0.0137,122.4849,-147.455,-2.5545,Sit
2025-11-21 14:37:19.067067+00:00,-0.0166,0.566,-0.8448,0.1757,0.1578,0.0663,-0.0136,0.0041,-0.0095,122.2762,-147.3635,-2.4691,Sit
2025-11-21 14:37:19.167243+00:00,-0.0552,0.5167,-0.8731,-0.1769,-0.2797,-0.1796,0.006,0.0249,-0.0241,122.2072,-147.4745,-2.4922,Sit
2025-11-21 14:37:19.267394+00:00,-0.0708,0.5342,-0.8692,-0.3406,-0.0822,-0.0622,-0.0307,0.0102,0.0333,122.5983,-147.5514,-2.6982,Sit
2025-11-21 14:37:19.367711+00:00,-0.0005,0.5738,-0.8443,0.3792,0.2295,0.0426,-0.0405,0.0102,0.0076,122.0752,-147.4033,-2.3811,Sit
2025-11-21 14:37:19.467867+00:00,-0.0322,0.5552,-0.8595,0.0036,0.0328,-0.0557,0.0279,0.0041,-0.0192,122.1366,-147.3377,-2.4388,Sit
2025-11-21 14:37:19.568183999+00:00,-0.0547,0.5298,-0.858,-0.1324,-0.1235,0.0341,0.0194,-0.0105,-0.007,122.2844,-147.3828,-2.5557,Sit
2025-11-21 14:37:19.668323+00:00,-0.022,0.567,-0.8546,0.1649,0.1322,0.0227,-0.0319,-0.0032,-0.0021,122.385,-147.4903,-2.5883,Sit
2025-11-21 14:37:19.768538999+00:00,-0.0527,0.5401,-0.8502,-0.1296,-0.1413,0.0603,0.0047,0.0151,-0.0034,122.328,-147.3399,-2.6062,Sit
2025-11-21 14:37:19.868375+00:00,-0.0322,0.5547,-0.8556,0.0861,0.0641,-0.0058,-0.0221,0.0017,-0.0021,122.1145,-147.2636,-2.4869,Sit
2025-11-21 14:37:19.968543+00:00,-0.043,0.5469,-0.8531,-0.0152,-0.0456,0.0264,0.0023,0.0066,0.0015,122.0484,-147.2082,-2.4663,Sit
2025-11-21 14:37:20.068832+00:00,-0.0254,0.5679,-0.8521,0.1065,0.127,0.009,-0.005,-0.0057,0.0015,121.8778,-147.1015,-2.3646,Sit
2025-11-21 14:37:20.169244+00:00,-0.0293,0.5474,-0.857,0.0331,-0.0627,-0.0485,0.0389,-0.002,-0.0217,121.5764,-147.1458,-2.2864,Sit
2025-11-21 14:37:20.269516+00:00,-0.0449,0.5484,-0.8541,-0.0853,0.0062,0.018,0.0414,-0.0411,-0.0009,122.0133,-147.3684,-2.5024,Sit
2025-11-21 14:37:20.369595+00:00,-0.0273,0.544,-0.8687,0.0966,-0.0197,-0.0949,0.0304,-0.0032,-0.0168,122.2924,-147.5953,-2.66,Sit
2025-11-21 14:37:20.469919+00:00,-0.0615,0.5318,-0.858,-0.157,-0.1078,0.0001,-0.0002,-0.0057,-0.0021,122.3368,-147.6978,-2.6915,Sit
2025-11-21 14:37:20.570147+00:00,-0.0449,0.5474,-0.8619,-0.043,-0.0019,-0.0132,-0.0063,0.0102,0.015,122.7742,-147.8058,-2.8914,Sit
2025-11-21 14:37:20.670439+00:00,-0.0264,0.5494,-0.8629,0.1535,0.0203,-0.0083,0.0047,-0.0032,0.0137,122.4944,-147.6947,-2.7133,Sit
2025-11-21 14:37:20.770697999+00:00,-0.0459,0.5479,-0.8585,-0.037,0.0429,0.0186,0.0072,-0.0032,-0.0046,122.3641,-147.666,-2.6393,Sit
2025-11-21 14:37:20.870551999+00:00,-0.0371,0.5425,-0.8673,0.0241,-0.0122,-0.0497,0.0096,-0.0044,0.0052,122.4927,-147.7568,-2.6984,Sit
2025-11-21 14:37:20.970935+00:00,-0.0361,0.5479,-0.8653,0.0406,0.0622,0.0091,-0.0002,0.0066,-0.0046,122.4386,-147.7943,-2.6649,Sit
2025-11-21 14:37:21.071262+00:00,-0.042,0.545,-0.8565,-0.0221,0.0077,0.0611,0.0243,-0.0069,-0.0095,122.2882,-147.7424,-2.618,Sit
2025-11-21 14:37:21.171268+00:00,-0.0483,0.5333,-0.8687,-0.0874,-0.0622,-0.0457,0.006,-0.0081,0.004,122.5155,-147.9112,-2.7252,Sit
2025-11-21 14:37:21.271630+00:00,-0.0425,0.542,-0.8668,-0.0314,-0.0032,-0.0365,-0.005,-0.002,0.0137,122.6664,-147.9291,-2.7715,Sit
2025-11-21 14:37:21.371745999+00:00,-0.0337,0.5435,-0.8604,0.0473,0.0555,0.01,-0.0002,0.0005,0.0027,122.523,-147.8358,-2.6783,Sit
2025-11-21 14:37:21.472036+00:00,-0.0415,0.5455,-0.8585,-0.0196,0.0173,0.0242,0.006,-0.0057,-0.0034,122.4182,-147.7997,-2.6366,Sit
2025-11-21 14:37:21.572487+00:00,-0.0415,0.5386,-0.8668,-0.0107,-0.0243,-0.028,0.0035,-0.0008,-0.0009,122.5889,-147.8659,-2.7154,Sit
2025-11-21 14:37:21.672377999+00:00,-0.042,0.5372,-0.8634,0.01,-0.0054,-0.0098,-0.0038,0.0029,0.0003,122.5617,-147.8758,-2.697,Sit
2025-11-21 14:37:21.772674+00:00,-0.041,0.5411,-0.8585,-0.0156,0.0374,0.0251,0.0023,-0.0008,0.0015,122.5632,-147.8536,-2.7012,Sit
2025-11-21 14:37:21.872787+00:00,-0.041,0.5411,-0.8634,0.0046,0.0017,-0.0075,0.0011,-0.0008,0.0015,122.5503,-147.8567,-2.6936,Sit
2025-11-21 14:37:21.973059999+00:00,-0.0415,0.5406,-0.8614,-0.0314,0.0156,-0.0105,0.0011,0.0005,-0.0009,122.5476,-147.8708,-2.6886,Sit
2025-11-21 14:37:22.073226999+00:00,-0.0391,0.5406,-0.8624,0.0039,0.0224,-0.035,-0.0002,0.0005,-0.0034,122.5529,-147.8837,-2.6881,Sit
2025-11-21 14:37:22.173483999+00:00,-0.0356,0.5425,-0.8639,0.028,-0.0056,-0.0096,0.0011,0.0029,-0.0058,122.5195,-147.8739,-2.6732,Sit
2025-11-21 14:37:22.273576+00:00,-0.0435,0.5396,-0.8595,-0.0322,0.0123,0.0049,-0.0014,0.0017,-0.0082,122.5291,-147.8518,-2.6839,Sit
2025-11-21 14:37:22.373934+00:00,-0.04,0.5411,-0.8653,0.0052,-0.031,-0.0323,-0.0038,0.0005,-0.0046,122.589,-147.8629,-2.7122,Sit
2025-11-21 14:37:22.474144+00:00,-0.043,0.5435,-0.8575,0.0037,0.0253,0.0401,-0.0075,0.0005,-0.0119,122.586,-147.8377,-2.7171,Sit
2025-11-21 14:37:22.574268+00:00,-0.0425,0.5401,-0.8634,-0.0317,-0.0201,-0.0262,-0.0136,0.0078,-0.0021,122.6411,-147.7956,-2.7565,Sit
2025-11-21 14:37:22.674752+00:00,-0.0381,0.5455,-0.858,0.0274,0.0278,0.0102,-0.0148,0.0066,-0.0009,122.5061,-147.7161,-2.7046,Sit
2025-11-21 14:37:22.774767+00:00,-0.0371,0.5469,-0.8624,-0.0212,0.0146,-0.0173,-0.0099,0.0029,-0.0058,122.397,-147.6447,-2.6694,Sit
2025-11-21 14:37:22.874734+00:00,-0.0415,0.5425,-0.8629,-0.0177,-0.0326,-0.03,-0.0002,0.0029,-0.0034,122.3291,-147.5889,-2.6631,Sit
2025-11-21 14:37:22.975011+00:00,-0.043,0.546,-0.8575,-0.0153,-0.0274,0.0051,-0.0014,0.0041,0.004,122.367,-147.5889,-2.6797,Sit
2025-11-21 14:37:23.075241+00:00,-0.041,0.5474,-0.857,-0.0045,0.0178,0.0063,0.0084,-0.0044,0.004,122.4342,-147.5841,-2.7044,Sit
2025-11-21 14:37:23.175472+00:00,-0.0391,0.5479,-0.8595,0.0196,0.0102,-0.0128,0.0121,-0.0118,0.0027,122.46,-147.6319,-2.7039,Sit
2025-11-21 14:37:23.275615+00:00,-0.041,0.5445,-0.8609,-0.0155,-0.0036,-0.0165,0.0096,-0.0105,0.0052,122.5951,-147.7002,-2.7566,Sit
2025-11-21 14:37:23.375874+00:00,-0.0386,0.5445,-0.8595,0.0056,0.0159,-0.0102,0.0035,-0.002,0.004,122.6238,-147.7561,-2.7514,Sit
2025-11-21 14:37:23.476112+00:00,-0.0381,0.545,-0.8614,0.0062,0.014,-0.0078,0.0108,-0.0032,0.004,122.6145,-147.7583,-2.7391,Sit
2025-11-21 14:37:23.576293+00:00,-0.0371,0.5425,-0.8604,0.048,-0.0019,0.0189,-0.0026,0.0005,-0.0095,122.5681,-147.76,-2.7157,Sit
2025-11-21 14:37:23.676557+00:00,-0.0415,0.5435,-0.8595,-0.0297,0.021,0.0184,-0.0063,0.0053,-0.0034,122.5593,-147.7333,-2.723,Sit
2025-11-21 14:37:23.776686999+00:00,-0.04,0.5494,-0.8595,0.0117,0.0128,0.0173,0.0023,0.0017,0.0027,122.5617,-147.7177,-2.7292,Sit
2025-11-21 14:37:23.876998+00:00,-0.041,0.5411,-0.8609,-0.0007,-0.0174,-0.0085,0.0047,-0.0057,0.0015,122.5656,-147.7427,-2.7248,Sit
2025-11-21 14:37:23.977187+00:00,-0.043,0.5435,-0.8604,0.0156,0.008,-0.0076,0.0023,-0.002,-0.0009,122.6041,-147.771,-2.7376,Sit
2025-11-21 14:37:24.077272+00:00,-0.0381,0.542,-0.8604,0.0173,0.002,-0.0191,-0.0002,0.0005,0.0003,122.5994,-147.7788,-2.7332,Sit
2025-11-21 14:37:24.177570+00:00,-0.042,0.5425,-0.8614,-0.0127,-0.0183,-0.0022,0.0011,0.0005,0.0003,122.6092,-147.7738,-2.7395,Sit
2025-11-21 14:37:24.277809+00:00,-0.042,0.5469,-0.8604,-0.0149,-0.0164,0.0108,0.0023,-0.0044,0.0015,122.6184,-147.7866,-2.741,Sit
2025-11-21 14:37:24.378008+00:00,-0.0391,0.542,-0.8619,0.0007,-0.0121,-0.0183,-0.0014,-0.0008,0.0027,122.6411,-147.8011,-2.7491,Sit
2025-11-21 14:37:24.478482+00:00,-0.042,0.544,-0.86,-0.0175,-0.0025,0.0019,0.0035,-0.002,0.0015,122.6173,-147.797,-2.7378,Sit
2025-11-21 14:37:24.578580+00:00,-0.043,0.5416,-0.8614,-0.0337,-0.0043,-0.0101,0.0047,0.0005,0.004,122.6258,-147.7989,-2.7417,Sit
2025-11-21 14:37:24.678796999+00:00,-0.041,0.5445,-0.8609,0.029,0.007,-0.0099,0.0011,-0.002,0.0027,122.6156,-147.8282,-2.7289,Sit
2025-11-21 14:37:24.778912+00:00,-0.0396,0.5406,-0.8604,-0.0095,-0.0117,-0.0084,-0.0014,0.0005,0.0003,122.6157,-147.8352,-2.7272,Sit
2025-11-21 14:37:24.879021+00:00,-0.0405,0.542,-0.8585,0.0252,0.0098,-0.0094,0.0035,-0.0032,0.0003,122.6001,-147.8308,-2.7202,Sit
2025-11-21 14:37:24.979291+00:00,-0.0356,0.5479,-0.8595,0.0713,0.0813,0.0323,0.0182,-0.0057,-0.0119,122.5834,-147.8447,-2.7079,Sit
2025-11-21 14:37:25.079510+00:00,-0.0439,0.5381,-0.8712,-0.0208,-0.0105,-0.039,0.0316,-0.0191,-0.0205,122.7391,-147.9814,-2.8129,Sit
2025-11-21 14:37:25.179663+00:00,-0.062,0.522,-0.8687,-0.1248,-0.1645,-0.0475,-0.0197,0.0066,0.0003,123.1276,-148.1797,-3.0049,Sit
2025-11-21 14:37:25.280983+00:00,-0.0449,0.5425,-0.86,-0.0081,0.0285,0.0128,-0.0392,0.0273,0.0137,123.148,-148.0631,-2.9985,Sit
2025-11-21 14:37:25.381636+00:00,-0.0273,0.5557,-0.8565,0.1419,0.133,0.0592,-0.0099,0.0078,-0.0021,122.6871,-147.8035,-2.7751,Sit
2025-11-21 14:37:25.481866+00:00,-0.0444,0.5381,-0.8639,-0.0464,-0.0514,-0.0312,0.0023,-0.0069,-0.0144,122.4652,-147.7254,-2.7103,Sit
2025-11-21 14:37:25.581990+00:00,-0.0444,0.5386,-0.8648,-0.0377,-0.0572,-0.0099,-0.0148,0.009,-0.0034,122.6331,-147.7719,-2.8133,Sit
2025-11-21 14:37:25.682234+00:00,-0.0386,0.545,-0.8551,-0.0044,0.0045,0.0289,-0.0148,0.0115,0.0003,122.512,-147.6751,-2.77,Sit
2025-11-21 14:37:25.782428999+00:00,-0.0449,0.545,-0.859,-0.0117,-0.0186,0.0077,0.0047,-0.0081,-0.0009,122.4544,-147.6167,-2.7487,Sit
2025-11-21 14:37:25.882950+00:00,-0.0386,0.5435,-0.858,0.0276,0.0141,0.0057,0.0108,-0.0154,-0.0034,122.4719,-147.6437,-2.755,Sit
2025-11-21 14:37:25.982906+00:00,-0.0435,0.543,-0.8663,-0.0151,0.0361,-0.064,0.0133,-0.0105,0.0113,122.9251,-147.7877,-2.9461,Sit
2025-11-21 14:37:26.083126+00:00,-0.0352,0.5523,-0.8619,0.1269,0.0957,0.0113,0.0108,-0.0105,-0.0082,122.7516,-147.7727,-2.8329,Sit
2025-11-21 14:37:26.183216+00:00,-0.0352,0.542,-0.8678,0.0371,0.0004,-0.0785,-0.0002,-0.002,0.0064,122.9407,-147.9081,-2.9141,Sit
2025-11-21 14:37:26.283565+00:00,-0.0576,0.5352,-0.8585,-0.1003,-0.043,0.0036,-0.0002,0.0041,-0.0058,122.8112,-147.8362,-2.8682,Sit
2025-11-21 14:37:26.383809999+00:00,-0.0376,0.5469,-0.8609,0.0585,0.0615,-0.0179,-0.0136,0.0053,0.0174,122.958,-147.9246,-2.9174,Sit
2025-11-21 14:37:26.484059+00:00,-0.0498,0.5401,-0.8614,-0.0479,-0.0052,0.0122,0.0108,0.0053,-0.0144,122.7554,-147.8077,-2.8242,Sit
2025-11-21 14:37:26.584236999+00:00,-0.0396,0.5528,-0.8595,0.0308,0.0887,0.0052,0.0011,0.0017,0.0113,122.9422,-147.9051,-2.9057,Sit
2025-11-21 14:37:26.684251+00:00,-0.0527,0.5337,-0.8634,-0.0598,-0.025,-0.0358,0.0023,0.0078,-0.0107,122.8705,-147.9044,-2.8862,Sit
2025-11-21 14:37:26.785068+00:00,-0.042,0.5479,-0.8604,0.0197,0.0642,0.0283,-0.016,0.0078,0.015,123.0121,-147.961,-2.9376,Sit
2025-11-21 14:37:26.885388999+00:00,-0.0439,0.5352,-0.8663,0.0382,-0.0453,-0.0674,0.0035,0.0139,-0.0131,122.7912,-147.8779,-2.8538,Sit
2025-11-21 14:37:26.985591+00:00,-0.0474,0.5503,-0.858,-0.0414,0.0837,0.0209,-0.0026,-0.0008,0.0125,122.973,-147.9239,-2.9304,Sit
2025-11-21 14:37:27.085769+00:00,-0.0366,0.5333,-0.8663,0.0648,-0.0399,-0.0665,0.0072,0.0127,-0.0119,122.8647,-147.922,-2.8863,Sit
2025-11-21 14:37:27.186014+00:00,-0.041,0.5577,-0.8551,0.0333,0.1764,0.0607,-0.0111,-0.0203,-0.0021,122.8623,-147.9276,-2.8834,Sit
2025-11-21 14:37:27.286039+00:00,-0.0576,0.5186,-0.8648,-0.1114,-0.1894,-0.074,0.0255,-0.0008,0.0089,123.2537,-147.9834,-3.1032,Sit
2025-11-21 14:37:27.386421999+00:00,-0.0527,0.5513,-0.8526,-0.0888,0.1177,0.0802,0.017,0.031,0.0394,123.5241,-148.0994,-3.1566,Sit
2025-11-21 14:37:27.486596+00:00,-0.0205,0.5357,-0.8726,0.2053,-0.0353,-0.09,-0.0002,0.0322,-0.0009,122.9806,-148.1396,-2.8443,Sit
2025-11-21 14:37:27.586829+00:00,-0.0503,0.542,-0.8624,-0.0746,0.0433,0.0342,-0.0087,-0.0215,0.0052,122.5177,-148.1475,-2.5902,Sit
2025-11-21 14:37:27.686999+00:00,-0.0386,0.5342,-0.8643,-0.0103,-0.0128,0.0186,0.0353,0.0029,0.0003,122.9139,-148.181,-2.7941,Sit
2025-11-21 14:37:27.787243+00:00,-0.0259,0.5381,-0.8702,0.1824,0.0225,-0.0559,0.0206,-0.0191,-0.0095,122.7037,-148.3376,-2.667,Sit
2025-11-21 14:37:27.887347999+00:00,-0.0542,0.5274,-0.8687,-0.1336,-0.0763,-0.0055,0.0121,-0.0032,-0.0156,123.0523,-148.4685,-2.8554,Sit
2025-11-21 14:37:27.987532+00:00,-0.042,0.5303,-0.8697,0.0019,-0.0247,-0.0341,-0.0173,0.0078,-0.0046,123.0166,-148.5353,-2.8815,Sit
2025-11-21 14:37:28.087807+00:00,-0.04,0.5367,-0.8697,0.0346,0.0603,-0.0301,-0.0173,-0.002,-0.0144,122.881,-148.4566,-2.8436,Sit
2025-11-21 14:37:28.187914999+00:00,-0.0435,0.5367,-0.8585,0.0047,-0.0029,0.0848,-0.0075,-0.0105,0.0113,123.0874,-148.2995,-2.9209,Sit
2025-11-21 14:37:28.288243+00:00,-0.0488,0.5357,-0.8639,-0.0676,-0.0593,-0.0161,-0.0185,-0.0044,0.0162,123.1285,-148.2915,-2.9177,Sit
2025-11-21 14:37:28.388522+00:00,-0.0498,0.5401,-0.8614,-0.109,0.037,0.033,0.0108,-0.0008,0.0174,123.1369,-148.2829,-2.8941,Sit
2025-11-21 14:37:28.488669+00:00,-0.0347,0.5386,-0.8692,0.0427,0.0045,-0.037,-0.005,-0.0228,0.0064,123.0309,-148.2994,-2.8208,Sit
2025-11-21 14:37:28.588969+00:00,-0.0732,0.5264,-0.8575,-0.2486,-0.1306,0.0246,-0.0075,-0.0325,-0.007,123.8959,-148.3097,-3.2696,Sit
2025-11-21 14:37:28.689480+00:00,-0.0083,0.5347,-0.8663,0.3391,-0.0158,-0.0379,-0.0099,0.02,0.0235,123.7232,-148.2462,-3.1626,Sit
2025-11-21 14:37:28.789180+00:00,-0.0855,0.5362,-0.8995,-0.3572,-0.02,-0.3035,-0.0307,-0.0435,0.0614,123.3522,-148.1096,-2.8996,Sit
2025-11-21 14:37:28.889592+00:00,-0.0269,0.5352,-0.8487,0.0775,-0.0739,0.1815,-0.0246,0.0725,0.0822,124.4773,-148.2401,-3.2163,Sit
2025-11-21 14:37:28.989583999+00:00,-0.0942,0.5469,-0.879,-0.4941,0.0318,-0.1092,-0.0173,0.0725,-0.1011,123.147,-148.0693,-2.6982,Sit
2025-11-21 14:37:29.089824+00:00,0.0317,0.5269,-0.8976,0.2848,-0.2589,-0.068,-0.0478,0.2472,-0.0925,122.4213,-147.847,-2.4513,Sit
2025-11-21 14:37:29.190113+00:00,-0.0215,0.5494,-0.8487,0.1315,0.0442,0.1505,0.017,-0.2219,0.0406,121.0488,-147.7829,-1.6411,Sit
2025-11-21 14:37:29.290314+00:00,-0.0606,0.5367,-0.8385,-0.2343,-0.0616,0.2653,0.0463,-0.0692,0.0076,123.3293,-147.9889,-2.6429,Sit
2025-11-21 14:37:29.390649+00:00,-0.042,0.543,-0.8683,0.026,0.0987,-0.0577,0.0866,-0.1009,-0.0119,123.746,-148.2964,-2.858,Sit
2025-11-21 14:37:29.490857+00:00,-0.0479,0.5186,-0.8595,-0.1033,-0.1049,-0.0057,0.0011,0.0567,-0.0021,124.9879,-148.7388,-3.4297,Sit
2025-11-21 14:37:29.591019+00:00,-0.0322,0.5435,-0.8658,0.2063,0.0784,-0.0451,-0.0625,0.0322,-0.0559,123.9453,-148.7313,-3.0347,Sit
2025-11-21 14:37:29.691436+00:00,-0.0552,0.5587,-0.837,-0.0532,0.2242,0.2764,-0.0124,-0.0545,0.0174,124.0509,-147.9916,-3.1797,Sit
2025-11-21 14:37:29.791514+00:00,-0.0366,0.523,-0.8824,0.0213,-0.1035,-0.1227,0.0341,-0.0044,-0.0241,124.1696,-147.9865,-3.299,Sit
2025-11-21 14:37:29.891921+00:00,-0.0757,0.5171,-0.8785,-0.2436,-0.1767,-0.0274,-0.005,0.0249,-0.0021,124.0912,-148.169,-3.2795,Sit
2025-11-21 14:37:29.991997+00:00,-0.064,0.543,-0.8536,-0.1496,0.0773,0.1432,0.0011,0.02,0.0015,123.9057,-148.1545,-3.1607,Sit
2025-11-21 14:37:30.092356+00:00,0.0107,0.5513,-0.8507,0.5325,0.0784,0.0443,-0.0014,-0.0069,-0.0229,123.2534,-147.9401,-2.8692,Sit
2025-11-21 14:37:30.192696+00:00,-0.0479,0.5411,-0.8736,-0.1038,-0.0806,-0.1011,0.0121,0.0689,-0.0034,123.9295,-147.9853,-3.2249,Sit
2025-11-21 14:37:30.292959+00:00,-0.0767,0.5347,-0.8668,-0.2376,0.0123,-0.0281,-0.0075,-0.0313,0.0137,123.4212,-148.0612,-3.0186,Sit
2025-11-21 14:37:30.393902+00:00,-0.0356,0.5372,-0.8658,0.0915,-0.0163,-0.01,0.0121,0.0249,-0.0095,123.7204,-148.3271,-3.1328,Sit
2025-11-21 14:37:30.493827+00:00,-0.0322,0.543,-0.858,0.092,0.0536,0.0877,-0.0063,0.0041,0.0223,123.4048,-148.1315,-2.9535,Sit
2025-11-21 14:37:30.594116999+00:00,-0.0596,0.5264,-0.8746,-0.1236,-0.0812,-0.0906,0.0121,-0.013,-0.0046,123.1549,-148.219,-2.8492,Sit
2025-11-21 14:37:30.694395999+00:00,-0.0474,0.5225,-0.8722,-0.0338,-0.0904,-0.048,0.0389,0.0102,-0.0095,123.4608,-148.5151,-2.992,Sit
2025-11-21 14:37:30.794539+00:00,-0.0347,0.5435,-0.8595,0.0335,0.0826,0.1257,-0.0038,0.0237,0.026,123.4579,-148.5055,-2.9813,Sit
